SNMP Parameters,icmp_AddrMaskReps,icmp_InAddrMasks,icmp_InDestUnreachs,icmp_InEchosReps,icmp_InEchos,icmp_InErrors,icmp_InMsgs,icmp_InParmProbs,icmp_InRedirects,icmp_InSrcQuenchs,icmp_InTimeExcds,icmp_InTimestampReps,icmp_InTimestamps,icmp_OutAddrMaskReps,icmp_OutAddrMasks,icmp_OutDestUnreachs,icmp_OutEchoReps,icmp_OutEchos,icmp_OutErrors,icmp_OutMsgs,icmp_OutParmProbs,icmp_OutRedirects,icmp_OutSrcQuenchs,icmp_OutTimeExcds,icmp_OutTimestampsReps,icmp_OutTimestamps,ip_DefaultTTL,ip_Forwarding,ip_ForwDatagrams,ip_FragCreates,ip_FragFails,ip_FragOKs,ip_InAddrErrors,ip_InDelivers,ip_InDiscard,ip_InHdrErrors,ip_InReceives,ip_InUnknownProtos,ip_OutDiscards,ip_OutNoRoutes,ip_OutRequests,ip_ReasmFails,ip_ReasmOKs,ip_ReasmReqds,ip_ReasmTimeout,ip_RoutingDiscards,tcp_ActiveOpens,tcp_AttemptFails,tcp_CurrEstablish,tcp_EstabResets,tcp_InErrs,tcp_InSegs,tcp_MaxConn,tcp_OutRsts,tcp_OutSegs,tcp_PassiveOpens,tcp_RetransSegs,tcp_RtoAlgorithm,tcp_RtoMax,tcp_RtoMin,udp_InDatagrams,udp_InErrors,udp_NoPorts,udp_OutDatagrams,ClassLabel
Label and Object Identifier,iso.3.6.1.2.1.5.13.0,iso.3.6.1.2.1.5.12.0,iso.3.6.1.2.1.5.3.0,iso.3.6.1.2.1.5.9.0,iso.3.6.1.2.1.5.8.0,iso.3.6.1.2.1.5.2.0,iso.3.6.1.2.1.5.1.0,iso.3.6.1.2.1.5.5.0,iso.3.6.1.2.1.5.7.0,iso.3.6.1.2.1.5.6.0,iso.3.6.1.2.1.5.4.0,iso.3.6.1.2.1.5.11.0,iso.3.6.1.2.1.5.10.0,iso.3.6.1.2.1.5.26.0,iso.3.6.1.2.1.5.25.0,iso.3.6.1.2.1.5.16.0,iso.3.6.1.2.1.5.22.0,iso.3.6.1.2.1.5.21.0,iso.3.6.1.2.1.5.15.0,iso.3.6.1.2.1.5.14.0,iso.3.6.1.2.1.5.18.0,iso.3.6.1.2.1.5.20.0,iso.3.6.1.2.1.5.19.0,iso.3.6.1.2.1.5.17.0,iso.3.6.1.2.1.5.24.0,iso.3.6.1.2.1.5.23.0,iso.3.6.1.2.1.4.2.0,iso.3.6.1.2.1.4.1.0,iso.3.6.1.2.1.4.6.0,iso.3.6.1.2.1.4.19.0,iso.3.6.1.2.1.4.18.0,iso.3.6.1.2.1.4.17.0,iso.3.6.1.2.1.4.5.0,iso.3.6.1.2.1.4.9.0,iso.3.6.1.2.1.4.8.0,iso.3.6.1.2.1.4.4.0,iso.3.6.1.2.1.4.3.0 ,iso.3.6.1.2.1.4.7.0,iso.3.6.1.2.1.4.11.0,iso.3.6.1.2.1.4.12.0,iso.3.6.1.2.1.4.10.0,iso.3.6.1.2.1.4.16.0,iso.3.6.1.2.1.4.15.0,iso.3.6.1.2.1.4.14.0,iso.3.6.1.2.1.4.13.0,iso.3.6.1.2.1.4.23.0,iso.3.6.1.2.1.6.5.0,iso.3.6.1.2.1.6.7.0,iso.3.6.1.2.1.6.9.0,iso.3.6.1.2.1.6.8.0,iso.3.6.1.2.1.6.14.0,iso.3.6.1.2.1.6.10.0,iso.3.6.1.2.1.6.4.0,iso.3.6.1.2.1.6.15.0,iso.3.6.1.2.1.6.11.0,iso.3.6.1.2.1.6.6.0,iso.3.6.1.2.1.6.12.0,iso.3.6.1.2.1.6.1.0,iso.3.6.1.2.1.6.3.0,iso.3.6.1.2.1.6.2.0,iso.3.6.1.2.1.7.1.0,iso.3.6.1.2.1.7.3.0,iso.3.6.1.2.1.7.2.0,iso.3.6.1.2.1.7.4.0,Category
Thu Apr 13 11:09:25 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,2483,0,0,2485,0,0,0,2464,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,2221,0,1,2222,LAND_Flood
Thu Apr 13 11:10:07 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,2779,0,0,2781,0,0,0,2760,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,2517,0,1,2518,LAND_Flood
Thu Apr 13 11:10:38 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,3075,0,0,3077,0,0,0,3056,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,2813,0,1,2814,LAND_Flood
Thu Apr 13 11:11:19 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,3371,0,0,3373,0,0,0,3352,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,3109,0,1,3110,LAND_Flood
Thu Apr 13 11:11:52 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,3667,0,0,3669,0,0,0,3648,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,3405,0,1,3406,LAND_Flood
Thu Apr 13 11:12:32 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,3963,0,0,3965,0,0,0,3944,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,3701,0,1,3702,LAND_Flood
Thu Apr 13 11:13:05 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,4259,0,0,4261,0,0,0,4240,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,3997,0,1,3998,LAND_Flood
Thu Apr 13 11:13:43 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,4555,0,0,4557,0,0,0,4536,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,4293,0,1,4294,LAND_Flood
Thu Apr 13 11:14:17 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,4851,0,0,4853,0,0,0,4832,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,4589,0,1,4590,LAND_Flood
Thu Apr 13 11:14:55 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,5147,0,0,5149,0,0,0,5128,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,4885,0,1,4886,LAND_Flood
Thu Apr 13 11:15:30 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,5443,0,0,5445,0,0,0,5424,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,5181,0,1,5182,LAND_Flood
Thu Apr 13 11:16:07 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,5739,0,0,5741,0,0,0,5720,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,5477,0,1,5478,LAND_Flood
Thu Apr 13 11:16:43 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,6035,0,0,6037,0,0,0,6016,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,5773,0,1,5774,LAND_Flood
Thu Apr 13 11:17:19 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,6331,0,0,6333,0,0,0,6312,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,6069,0,1,6070,LAND_Flood
Thu Apr 13 11:17:57 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,2,0,0,0,0,2,6627,0,0,6629,0,0,0,6608,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,6365,0,1,6366,LAND_Flood
Thu Apr 13 11:18:32 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,6923,0,0,6925,0,0,0,6904,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,6661,0,1,6662,LAND_Flood
Thu Apr 13 11:19:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,7219,0,0,7221,0,0,0,7200,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,6957,0,1,6958,LAND_Flood
Thu Apr 13 11:19:43 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,7515,0,0,7517,0,0,0,7496,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,7253,0,1,7254,LAND_Flood
Thu Apr 13 11:20:23 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,7811,0,0,7813,0,0,0,7792,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,7549,0,1,7550,LAND_Flood
Thu Apr 13 11:20:55 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,8107,0,0,8109,0,0,0,8088,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,7845,0,1,7846,LAND_Flood
Thu Apr 13 11:21:36 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,8403,0,0,8405,0,0,0,8384,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,8141,0,1,8142,LAND_Flood
Thu Apr 13 11:22:07 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,8699,0,0,8701,0,0,0,8680,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,8437,0,1,8438,LAND_Flood
Thu Apr 13 11:22:48 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,8995,0,0,8997,0,0,0,8976,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,8733,0,1,8734,LAND_Flood
Thu Apr 13 11:23:19 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,9291,0,0,9293,0,0,0,9272,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,9029,0,1,9030,LAND_Flood
Thu Apr 13 11:24:01 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,9587,0,0,9589,0,0,0,9568,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,9325,0,1,9326,LAND_Flood
Thu Apr 13 11:24:31 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,9883,0,0,9885,0,0,0,9864,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,9621,0,1,9622,LAND_Flood
Thu Apr 13 11:25:12 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,10179,0,0,10181,0,0,0,10160,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,9917,0,1,9918,LAND_Flood
Thu Apr 13 11:25:44 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,10475,0,0,10477,0,0,0,10456,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,10213,0,1,10214,LAND_Flood
Thu Apr 13 11:26:24 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,10771,0,0,10773,0,0,0,10752,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,10509,0,1,10510,LAND_Flood
Thu Apr 13 11:26:56 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,11067,0,0,11069,0,0,0,11048,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,10805,0,1,10806,LAND_Flood
Thu Apr 13 11:27:35 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,11363,0,0,11365,0,0,0,11344,0,0,0,30,0,23,0,2,0,0,394,-1,0,375,2,0,1,120000,200,11101,0,1,11102,LAND_Flood
Thu Apr 13 11:28:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,11672,0,0,11674,0,0,0,11650,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,11397,0,1,11398,LAND_Flood
Thu Apr 13 11:28:46 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,11968,0,0,11970,0,0,0,11946,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,11693,0,1,11694,LAND_Flood
Thu Apr 13 11:29:22 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,12264,0,0,12266,0,0,0,12242,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,11989,0,1,11990,LAND_Flood
Thu Apr 13 11:29:58 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,2,0,0,0,0,2,12560,0,0,12562,0,0,0,12538,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,12285,0,1,12286,LAND_Flood
Thu Apr 13 11:30:35 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,12856,0,0,12858,0,0,0,12834,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,12581,0,1,12582,LAND_Flood
Thu Apr 13 11:31:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,13152,0,0,13154,0,0,0,13130,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,12877,0,1,12878,LAND_Flood
Thu Apr 13 11:31:48 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,13448,0,0,13450,0,0,0,13426,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,13173,0,1,13174,LAND_Flood
Thu Apr 13 11:32:23 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,13744,0,0,13746,0,0,0,13722,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,13469,0,1,13470,LAND_Flood
Thu Apr 13 11:33:02 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,14040,0,0,14042,0,0,0,14018,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,13765,0,1,13766,LAND_Flood
Thu Apr 13 11:33:36 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,14336,0,0,14338,0,0,0,14314,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,14061,0,1,14062,LAND_Flood
Thu Apr 13 11:34:16 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,14632,0,0,14634,0,0,0,14610,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,14357,0,1,14358,LAND_Flood
Thu Apr 13 11:34:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,14928,0,0,14930,0,0,0,14906,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,14653,0,1,14654,LAND_Flood
Thu Apr 13 11:35:32 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,15224,0,0,15226,0,0,0,15202,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,14949,0,1,14950,LAND_Flood
Thu Apr 13 11:36:04 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,15520,0,0,15522,0,0,0,15498,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,15245,0,1,15246,LAND_Flood
Thu Apr 13 11:36:47 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,15816,0,0,15818,0,0,0,15794,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,15541,0,1,15542,LAND_Flood
Thu Apr 13 11:37:17 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,16112,0,0,16114,0,0,0,16090,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,15837,0,1,15838,LAND_Flood
Thu Apr 13 11:38:00 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,16408,0,0,16410,0,0,0,16386,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,16133,0,1,16134,LAND_Flood
Thu Apr 13 11:38:32 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,16704,0,0,16706,0,0,0,16682,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,16429,0,1,16430,LAND_Flood
Thu Apr 13 11:39:12 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,17000,0,0,17002,0,0,0,16978,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,16725,0,1,16726,LAND_Flood
Thu Apr 13 11:39:46 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,17296,0,0,17298,0,0,0,17274,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,17021,0,1,17022,LAND_Flood
Thu Apr 13 11:40:25 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,17592,0,0,17594,0,0,0,17570,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,17317,0,1,17318,LAND_Flood
Thu Apr 13 11:40:59 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,17888,0,0,17890,0,0,0,17866,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,17613,0,1,17614,LAND_Flood
Thu Apr 13 11:41:39 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,18184,0,0,18186,0,0,0,18162,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,17909,0,1,17910,LAND_Flood
Thu Apr 13 11:42:14 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,18480,0,0,18482,0,0,0,18458,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,18205,0,1,18206,LAND_Flood
Thu Apr 13 11:42:52 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,18776,0,0,18778,0,0,0,18754,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,18501,0,1,18502,LAND_Flood
Thu Apr 13 11:43:29 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,19072,0,0,19074,0,0,0,19050,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,18797,0,1,18798,LAND_Flood
Thu Apr 13 11:44:06 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,19368,0,0,19370,0,0,0,19346,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,19093,0,1,19094,LAND_Flood
Thu Apr 13 11:44:43 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,19664,0,0,19666,0,0,0,19642,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,19389,0,1,19390,LAND_Flood
Thu Apr 13 11:45:19 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,19960,0,0,19962,0,0,0,19938,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,19685,0,1,19686,LAND_Flood
Thu Apr 13 11:45:57 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,2,0,0,0,0,2,20256,0,0,20258,0,0,0,20234,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,19981,0,1,19982,LAND_Flood
Thu Apr 13 11:46:33 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,20552,0,0,20554,0,0,0,20530,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,20277,0,1,20278,LAND_Flood
Thu Apr 13 11:47:12 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,20848,0,0,20850,0,0,0,20826,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,20573,0,1,20574,LAND_Flood
Thu Apr 13 11:47:46 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,21144,0,0,21146,0,0,0,21122,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,20869,0,1,20870,LAND_Flood
Thu Apr 13 11:48:27 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,21440,0,0,21442,0,0,0,21418,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,21165,0,1,21166,LAND_Flood
Thu Apr 13 11:49:00 UTC 2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,21736,0,0,21738,0,0,0,21714,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,21461,0,1,21462,LAND_Flood
Thu Apr 13 11:49:42 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,22032,0,0,22034,0,0,0,22010,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,21757,0,1,21758,LAND_Flood
Thu Apr 13 11:50:13 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,22328,0,0,22330,0,0,0,22306,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,22053,0,1,22054,LAND_Flood
Thu Apr 13 11:50:55 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,22624,0,0,22626,0,0,0,22602,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,22349,0,1,22350,LAND_Flood
Thu Apr 13 11:51:27 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,22920,0,0,22922,0,0,0,22898,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,22645,0,1,22646,LAND_Flood
Thu Apr 13 11:52:09 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,23216,0,0,23218,0,0,0,23194,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,22941,0,1,22942,LAND_Flood
Thu Apr 13 11:52:41 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,23512,0,0,23514,0,0,0,23490,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,23237,0,1,23238,LAND_Flood
Thu Apr 13 11:53:22 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,23808,0,0,23810,0,0,0,23786,0,0,0,30,0,23,0,2,0,0,407,-1,0,386,2,0,1,120000,200,23533,0,1,23534,LAND_Flood
